Log file open, 12/22/22 13:20:00
[2022.12.22-21.21.16:389][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset"
[2022.12.22-21.21.16:394][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset"
[2022.12.22-21.21.16:399][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Spark.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/Materials/M_Spark.uasset"
[2022.12.22-21.21.16:405][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Bush.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Bush.uasset"
[2022.12.22-21.21.16:409][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Chair.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Chair.uasset"
[2022.12.22-21.21.16:415][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Door.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Door.uasset"
[2022.12.22-21.21.16:420][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Frame.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Frame.uasset"
[2022.12.22-21.21.16:426][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Lamp.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Lamp.uasset"
[2022.12.22-21.21.16:431][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Rock.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Rock.uasset"
[2022.12.22-21.21.16:435][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Shelf.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Shelf.uasset"
[2022.12.22-21.21.16:441][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Statue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_Statue.uasset"
[2022.12.22-21.21.16:446][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_StatueGlass.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_StatueGlass.uasset"
[2022.12.22-21.21.16:450][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_TableRound.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/Materials/M_TableRound.uasset"
[2022.12.22-21.21.16:455][  0]LogStaticMesh: Display: Building static mesh Floor_400x400...
[2022.12.22-21.21.16:460][  0]LogStaticMesh: Built static mesh [0.01s] /Game/StarterContent/Architecture/Floor_400x400.Floor_400x400
[2022.12.22-21.21.16:467][  0]LogStaticMesh: Display: Building static mesh Floor_400x400...
[2022.12.22-21.21.16:470][  0]LogStaticMesh: Built static mesh [0.00s] /Game/StarterContent/Architecture/Floor_400x400.Floor_400x400
[2022.12.22-21.21.16:479][  0]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.22-21.21.17:567][  0]LogPackageLocalizationCache: Processed 43 localized package path(s) for 1 prioritized culture(s) in 0.334059 seconds
[2022.12.22-21.21.17:572][  0]LogSerialization: UsePackageTrailer: 'true'
[2022.12.22-21.21.17:579][  0]LogSavePackage: Moving output files for package: /Game/StarterContent/Architecture/Floor_400x400
[2022.12.22-21.21.17:579][  0]LogSavePackage: Moving '../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Saved/Floor_400x40094F7426549C4555ACF0F3D96B68EC0FA.tmp' to '../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Architecture/Floor_400x400.uasset'
[2022.12.22-21.21.17:582][  0]LogFileHelpers: InternalPromptForCheckoutAndSave took 1.10 sec
[2022.12.22-21.21.17:582][  0]LogFeaturePack: Inserted 1 feature packs
[2022.12.22-21.21.17:582][  0]Cmd: MAP LOAD FILE="../../../Engine/Content/Maps/Templates/OpenWorld.umap" TEMPLATE=1 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.22-21.21.17:583][  0]LightingResults: New page: Lighting Build
[2022.12.22-21.21.17:590][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2022.12.22-21.21.17:591][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.22-21.21.17:591][  0]MapCheck: New page: Map Check
[2022.12.22-21.21.17:591][  0]LightingResults: New page: Lighting Build
[2022.12.22-21.21.17:602][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.22-21.21.17:731][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.79ms
[2022.12.22-21.21.17:741][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled_1'.
[2022.12.22-21.21.17:741][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.22-21.21.17:741][  0]LogAIModule: Creating AISystem for world Untitled_1
[2022.12.22-21.21.17:743][  0]LogWorldPartition: ULevel::OnLevelLoaded(Untitled_1)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.22-21.21.17:743][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.22-21.21.17:743][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=Untitled_1, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.22-21.21.18:087][  0]LogContentBundle: [Container: Untitled_1] Creating new contrainer.
[2022.12.22-21.21.18:087][  0]LogWorldPartition: Display: WorldPartition initialize took 344 ms
[2022.12.22-21.21.18:539][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.22-21.21.18:720][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.57ms
[2022.12.22-21.21.18:720][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.22-21.21.18:735][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 15.127ms to complete.
[2022.12.22-21.21.18:735][  0]LogFileHelpers: Loading map 'OpenWorld' took 1.153
[2022.12.22-21.21.18:749][  0]LogUnrealEdMisc: Total Editor Startup Time, took 78.281
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: ================================================
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Total job queries 1195, among them cache hits 0 (0.00%)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Tracking 1195 distinct input hashes that result in 725 distinct outputs (60.67%)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: RAM used: 6.12 MB (0.01 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.37%
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Shaders Compiled: 1195
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Jobs assigned 1195, completed 1195 (100.00%)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Average time worker was idle: 0.86 s
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Time job spent in pending queue: average 25.75 s, longest 58.09 s
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Job execution time: average 7.45 s, max 13.49 s
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Job life time (pending + execution): average 33.20 s, max 58.94
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 61.85 s
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Jobs were issued in 171 batches (only local compilation was used), average 6.99 jobs/batch
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Average processing rate: 19.32 jobs/sec
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Total thread time: 882.39 s
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Total thread preprocess time: 43.74 s
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Percentage time preprocessing: 4.96%
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Effective parallelization: 14.27 (times faster than compiling all shaders on one thread). Compare with number of workers: 16
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                           FLumenCardPS<true> (compiled    1 times, average 1.50 sec, max 1.50 sec, min 1.50 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                                  FVelocityPS (compiled    1 times, average 1.36 sec, max 1.36 sec, min 1.36 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: TShadowDepthVSVertexShadowDepth_OnePassPointLightPositionOnly (compiled    4 times, average 1.25 sec, max 1.60 sec, min 1.01 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                        FMicropolyRasterizeCS (compiled   56 times, average 1.11 sec, max 1.83 sec, min 0.60 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                 TBasePassPSTLightMapPolicyHQ (compiled   10 times, average 1.11 sec, max 3.46 sec, min 0.75 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:   FLumenDirectLightingNonRayTracedShadowsWithLightFunctionCS - 9.98% of total time (compiled  120 times, average 0.73 sec, max 1.08 sec, min 0.53 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                        FMicropolyRasterizeCS - 7.03% of total time (compiled   56 times, average 1.11 sec, max 1.83 sec, min 0.60 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                               FHWRasterizePS - 4.77% of total time (compiled   56 times, average 0.75 sec, max 1.47 sec, min 0.34 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 3.19% of total time (compiled   30 times, average 0.94 sec, max 2.27 sec, min 0.61 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 2.78% of total time (compiled   29 times, average 0.85 sec, max 1.60 sec, min 0.48 sec)
[2022.12.22-21.21.18:749][  0]LogShaderCompilers: Display: ================================================
[2022.12.22-21.21.18:916][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-21.21.18:925][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-21.21.18:930][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-21.21.18:935][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.22-21.21.19:004][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2022.12.22-21.21.19:005][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2022.12.22-21.21.19:005][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2022.12.22-21.21.19:006][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2022.12.22-21.21.19:007][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2022.12.22-21.21.19:007][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2022.12.22-21.21.19:007][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2022.12.22-21.21.19:008][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2022.12.22-21.21.19:008][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2022.12.22-21.21.19:009][  0]LogPakFile: Display: Mounted Pak file 'C:/Unreal Engine/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2022.12.22-21.21.19:400][  0]LogSlate: Took 0.000238 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2022.12.22-21.21.19:411][  0]LogSlate: Took 0.000329 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2022.12.22-21.21.19:420][  0]LogSlate: Took 0.005982 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.22-21.21.19:421][  0]LogSlate: Took 0.000218 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2022.12.22-21.21.19:517][  0]LogViewport: Scene viewport resized to 2764x919, mode Windowed.
[2022.12.22-21.21.19:597][  0]LogSlate: Took 0.005511 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2022.12.22-21.21.20:820][  0]LogStall: Startup...
[2022.12.22-21.21.20:825][  0]LogStall: Startup complete.
[2022.12.22-21.21.20:842][  0]LogLoad: (Engine Initialization) Total time: 80.37 seconds
[2022.12.22-21.21.20:842][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2022.12.22-21.21.21:017][  0]AssetCheck: New page: Asset Save: Floor_400x400
[2022.12.22-21.21.21:020][  0]LogContentValidation: Display: Validating /Script/Engine.StaticMesh /Game/StarterContent/Architecture/Floor_400x400.Floor_400x400
[2022.12.22-21.21.21:035][  0]LogAssetRegistry: Asset discovery search completed in 76.9117 seconds
[2022.12.22-21.21.21:047][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000011 seconds (updated 0 objects)
[2022.12.22-21.21.21:310][  0]LogContentStreaming: Texture pool size now 1000 MB
[2022.12.22-21.22.03:590][273]LogDerivedDataCache: C:/Users/Andy/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:00.758 and deleted 0 files with total size 0 MiB. Scanned 665 files in 664 folders with total size 8 MiB.
[2022.12.22-21.32.20:505][124]LogAudioMixer: Warning: FMixerPlatformXAudio2: Changing default audio render device to new device: Role=Console, DeviceName=Headphones (Arctis 7 Game), InstanceID=1
[2022.12.22-21.32.20:782][124]LogAudioMixer: Display: FMixerNullCallback: Simulating a h/w device callback at [21ms], ThreadID=30952
[2022.12.22-21.32.21:116][125]LogAudioMixer: Display: Successful Swap new Device is (NumChannels=2, SampleRate=48000, DeviceID={0.0.0.00000000}.{fa973020-b9da-4129-9f38-c56040e15ef1}, Name=Headphones (Arctis 7 Game)), Reason=FMixerPlatformXAudio2::OnDefaultRenderDeviceChanged, InstanceID=1, DurationMS=20.67
[2022.12.22-21.32.21:116][125]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2022.12.22-21.32.21:117][125]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: ================================================
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Total job queries 1273, among them cache hits 5 (0.39%)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Tracking 1267 distinct input hashes that result in 787 distinct outputs (62.12%)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: RAM used: 6.82 MB (0.01 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.42%
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Shaders Compiled: 1267
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Jobs assigned 1268, completed 1267 (99.92%)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Average time worker was idle: 19.35 s
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Time job spent in pending queue: average 24.31 s, longest 58.09 s
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Job execution time: average 7.25 s, max 13.49 s
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Job life time (pending + execution): average 31.58 s, max 58.94
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 69.37 s
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Jobs were issued in 208 batches (only local compilation was used), average 6.10 jobs/batch
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Average processing rate: 18.26 jobs/sec
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Total thread time: 967.77 s
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Total thread preprocess time: 47.70 s
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Percentage time preprocessing: 4.93%
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Effective parallelization: 13.95 (times faster than compiling all shaders on one thread). Compare with number of workers: 16
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                   FCloudRenderViewPS011false (compiled    1 times, average 2.22 sec, max 2.22 sec, min 2.22 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                   FCloudRenderViewPS111false (compiled    1 times, average 2.05 sec, max 2.05 sec, min 2.05 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                   FCloudRenderViewPS010false (compiled    1 times, average 1.85 sec, max 1.85 sec, min 1.85 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                   FCloudRenderViewPS001false (compiled    1 times, average 1.80 sec, max 1.80 sec, min 1.80 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                   FCloudRenderViewPS110false (compiled    1 times, average 1.74 sec, max 1.74 sec, min 1.74 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:   FLumenDirectLightingNonRayTracedShadowsWithLightFunctionCS - 9.10% of total time (compiled  120 times, average 0.73 sec, max 1.08 sec, min 0.53 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                        FMicropolyRasterizeCS - 6.41% of total time (compiled   56 times, average 1.11 sec, max 1.83 sec, min 0.60 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                               FHWRasterizePS - 4.35% of total time (compiled   56 times, average 0.75 sec, max 1.47 sec, min 0.34 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 3.50% of total time (compiled   35 times, average 0.97 sec, max 2.27 sec, min 0.61 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 3.09% of total time (compiled   34 times, average 0.88 sec, max 1.60 sec, min 0.48 sec)
[2022.12.22-21.50.37:015][501]LogShaderCompilers: Display: ================================================
[2022.12.22-21.50.37:487][541]LogSlate: Window 'Output Log' being destroyed
[2022.12.22-21.50.37:494][541]LogSlate: Window 'Output Log' being destroyed
[2022.12.22-21.50.39:730][777]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2022.12.22-21.50.39:738][777]LogContentBundle: [Container: Untitled_1] Generating Streaming for 0 Content Bundles.
[2022.12.22-21.50.39:756][777]LogWorldPartition: Display: GenerateStreaming started...
[2022.12.22-21.50.39:757][777]LogWorldPartition: Display: GetPartitionedActors started...
[2022.12.22-21.50.39:758][777]LogWorldPartition: Display: GetPartitionedActors took 703 us
[2022.12.22-21.50.39:764][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:768][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_2...
[2022.12.22-21.50.39:771][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/77/QTK2TOFAKUCC4OH745GDVF.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:774][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/AB/1QCGE91T5EQQ9UTKOHSCH9.StaticMesh_HLOD0_Instancing_2
[2022.12.22-21.50.39:778][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:781][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:783][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:784][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/DN/XR8P0OHQ2UMD5YU47C20EK.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:786][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/G8/NGJ7QFQVTY01UZE0GQ5QX3.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:790][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/K2/C74PLGXI2R9LW6IVE6AVMG.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:790][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:793][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:797][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/T3/SQJ7JELAW5XSTP1JS5QJMH.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:799][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/UK/3OKX6C10NWGHVWYQ7NH21G.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:799][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:803][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:805][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/UP/XJC4J420XXOSGPB2F4H7ED.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:807][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:813][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/XB/YH1MJRWSG6K7YKOSQWYADL.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:814][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/Z0/SDO6T5HIB7O50OBHISZCIX.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:816][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:819][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:822][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/9R/JT69U2ZIH2ZJJUXUASV0F0.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:822][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:824][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/BZ/AQH36VQUL6RRNO1G8N89X8.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:830][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:831][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/MS/53FFO8N8QMR5EZSU2BXG3T.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:834][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:837][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/1T/ZL0Y1EEN97U5ZPYDIC5SAL.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:837][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:839][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/4V/V25VGP3M2HPQ1P7Y76DI4R.StaticMesh_HLOD0_Instancing_1
[2022.12.22-21.50.39:843][777]LogStaticMesh: Display: Building static mesh StaticMesh_HLOD0_Instancing_1...
[2022.12.22-21.50.39:844][777]LogStaticMesh: Built static mesh [0.01s] /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/8A/NXI3LY5DSH0JCF4MEEBM4X.StaticMesh_HLOD0_Instancing_1
